Counter,Date/time,Latitude,Longitude,Sunlight
144,2023-05-02 14:52:35.217830,49.06311285239908,176.0822886780265,1
145,2023-05-02 14:52:53.682207,49.443298408672746,177.73225272150805,1
146,2023-05-02 14:53:12.145765,49.79729900497851,179.40807254818716,1
147,2023-05-02 14:53:30.625882,50.1247047123651,-178.88985958449612,1
148,2023-05-02 14:53:49.097457,50.42437628640265,-177.16523395260805,1
149,2023-05-02 14:54:07.568103,50.69581811575785,-175.41893717759964,1
150,2023-05-02 14:54:26.042313,50.938493458316685,-173.65229524973194,1
151,2023-05-02 14:54:44.512869,51.15176143832018,-171.86791447016972,1
152,2023-05-02 14:55:02.986487,51.33520782578101,-170.06723580433828,1
153,2023-05-02 14:55:21.458064,51.48834770112824,-168.25298092834473,1
154,2023-05-02 14:55:39.931615,51.61084720358497,-166.42711743730658,1
155,2023-05-02 14:55:58.409299,51.7024086473624,-164.591874502868,1
156,2023-05-02 14:56:16.881471,51.762761523778536,-162.75078675153912,1
157,2023-05-02 14:56:35.353755,51.791789055021965,-160.9058892452265,1
158,2023-05-02 14:56:53.830260,51.789413896821486,-159.05944128438483,1
159,2023-05-02 14:57:12.302656,51.75564280537837,-157.21493735970353,1
160,2023-05-02 14:57:30.772672,51.69057302247627,-155.3748514889896,1
161,2023-05-02 14:57:49.241272,51.59437215882318,-153.54170182608357,1
162,2023-05-02 14:58:07.700383,51.46734390952349,-151.71879529722142,1
163,2023-05-02 14:58:26.162671,51.30972550835941,-149.9073404666373,1
164,2023-05-02 14:58:44.618735,51.12198059913639,-148.11058741438353,1
165,2023-05-02 14:59:03.079388,50.90444376681968,-146.3296864064378,1
166,2023-05-02 14:59:21.558441,50.65739754546832,-144.56539582525272,1
167,2023-05-02 14:59:40.024867,50.38179513193965,-142.82256916320915,1
168,2023-05-02 14:59:58.484237,50.07820437801198,-141.1023923362945,1
169,2023-05-02 15:00:16.930289,49.747417566971826,-139.40695279201256,1
170,2023-05-02 15:00:35.377792,49.38987521216545,-137.73623206832121,1
171,2023-05-02 15:00:53.822615,49.0063719028802,-136.09179489484794,1
172,2023-05-02 15:01:12.268816,48.5975591763765,-134.47427560603415,1
173,2023-05-02 15:01:30.701025,48.16456180821254,-132.8858441868509,1
174,2023-05-02 15:01:49.132322,47.707852265460794,-131.32594509914873,1
175,2023-05-02 15:02:07.553338,47.22847594263097,-129.7959087323093,1
176,2023-05-02 15:02:25.975879,46.726915885819885,-128.29506840712733,1
177,2023-05-02 15:02:44.403342,46.20384784240272,-126.82337529441631,1
178,2023-05-02 15:03:02.827817,45.660258906313295,-125.38152095205731,1
179,2023-05-02 15:03:21.257270,45.09667962880855,-123.9688512537507,1
180,2023-05-02 15:03:39.697966,44.51366756568105,-122.58481565443677,1
181,2023-05-02 15:03:58.140540,43.91221998383378,-121.22984163294147,1
182,2023-05-02 15:04:16.561525,43.29388289534296,-119.9053205176091,1
183,2023-05-02 15:04:34.981802,42.65869134236344,-118.60926805231061,1
184,2023-05-02 15:04:53.382599,42.00801752063717,-117.34249053368053,1
185,2023-05-02 15:05:11.753917,41.342954859948165,-116.10504096578768,1
186,2023-05-02 15:05:30.120495,40.66330448527475,-114.8946037981065,1
187,2023-05-02 15:05:48.481513,39.969734909744545,-113.71058663141758,1
188,2023-05-02 15:06:06.840633,39.26272547535759,-112.55208922415518,1
189,2023-05-02 15:06:25.199552,38.54280664886925,-111.4183341989234,1
190,2023-05-02 15:06:43.560490,37.81045980359825,-110.30849700478427,1
191,2023-05-02 15:07:01.928887,37.0659976530037,-109.2215446862084,1
192,2023-05-02 15:07:20.296877,36.31027199134484,-108.15725343490288,1
193,2023-05-02 15:07:38.667024,35.54368177889681,-107.11474795450923,1
194,2023-05-02 15:07:57.030082,34.767109449744446,-106.09382044351624,1
195,2023-05-02 15:08:15.392461,33.98074698910381,-105.09335704974082,1
196,2023-05-02 15:08:33.753864,33.18507440223535,-104.11266670923315,1
197,2023-05-02 15:08:52.120614,32.380244663287485,-103.15069606105982,1
198,2023-05-02 15:09:10.479845,31.567234335513895,-102.20739941419968,1
199,2023-05-02 15:09:28.836490,30.746237175804843,-101.28181412295731,1
200,2023-05-02 15:09:47.194145,29.91747691062391,-100.37306612158363,1
201,2023-05-02 15:10:05.552585,29.081329599414943,-99.48048861591377,1
202,2023-05-02 15:10:23.907211,28.238361061346524,-98.6036356596464,1
203,2023-05-02 15:10:42.262546,27.388706465477593,-97.74163504440584,1
204,2023-05-02 15:11:00.614651,26.532872709545515,-96.89402541906554,1
205,2023-05-02 15:11:18.986129,25.670116540639945,-96.05915875026315,1
206,2023-05-02 15:11:37.343275,24.802325713916996,-95.23796348026828,1
207,2023-05-02 15:11:55.714885,23.92842487691096,-94.42854586437315,1
208,2023-05-02 15:12:14.083817,23.049501328901094,-93.63108309192725,1
209,2023-05-02 15:12:32.435901,22.166524727221567,-92.84561097911428,1
210,2023-05-02 15:12:50.812193,21.277769082855013,-92.06981102846373,1
211,2023-05-02 15:13:09.188170,20.384670918169615,-91.3041981268865,1
212,2023-05-02 15:13:27.543818,19.488444227132884,-90.54904682353168,1
213,2023-05-02 15:13:45.940637,18.58632892118065,-89.80133117245563,1
214,2023-05-02 15:14:04.331577,17.68084233382373,-89.06247105850055,1
215,2023-05-02 15:14:22.725605,16.771761520164347,-88.33159948395355,1
216,2023-05-02 15:14:41.129286,15.858996418133323,-87.60799072183684,1
217,2023-05-02 15:14:59.539387,14.942895775679577,-86.8912867670705,1
218,2023-05-02 15:15:17.911671,14.02587929035287,-86.18272718521565,1
219,2023-05-02 15:15:36.282466,13.106340752861838,-85.48042962851532,1
220,2023-05-02 15:15:54.652818,12.184422833777777,-84.78390341007243,1
221,2023-05-02 15:16:13.006266,11.261143476618777,-84.09332253480403,1
222,2023-05-02 15:16:31.361438,10.335756074884708,-83.40754783447353,1
223,2023-05-02 15:16:49.714581,9.408623252218788,-82.7262869710711,1
224,2023-05-02 15:17:08.072633,8.479580983504338,-82.04886953503811,1
225,2023-05-02 15:17:26.428113,7.5491779074115515,-81.37515426899606,1
226,2023-05-02 15:17:44.785031,6.617385213842962,-80.70458553890764,1
227,2023-05-02 15:18:03.132982,5.684906706577568,-80.03714044973171,1
228,2023-05-02 15:18:21.505296,4.7501952212592675,-79.37119446346716,1
229,2023-05-02 15:18:39.877443,3.814682059676328,-78.70725657856929,1
230,2023-05-02 15:18:58.231947,2.879429317701296,-78.04556494356869,1
231,2023-05-02 15:19:16.583506,1.9438275616001075,-77.38517719029382,1
232,2023-05-02 15:19:34.937588,1.0077815495238844,-76.72552108356328,1
233,2023-05-02 15:19:53.295137,0.07139393577975534,-76.06616609587506,1
234,2023-05-02 15:20:11.649587,-0.8648360327255069,-75.40696142082179,1
235,2023-05-02 15:20:30.003665,-1.8008795102364146,-74.74742515493637,1
236,2023-05-02 15:20:48.360903,-2.73676080957877,-74.087037000728,1
237,2023-05-02 15:21:06.718234,-3.6721656671644647,-73.4255137121693,1
238,2023-05-02 15:21:25.068093,-4.606541969003344,-72.76273978239031,1
239,2023-05-02 15:21:43.419612,-5.5401853542310855,-72.09799640810273,1
240,2023-05-02 15:22:01.771159,-6.4728492734723435,-71.4309446266422,1
241,2023-05-02 15:22:20.120699,-7.4042735561492945,-70.76125182472013,1
242,2023-05-02 15:22:38.471856,-8.334466110529931,-70.08838725384982,1
243,2023-05-02 15:22:56.842994,-9.264181976950201,-69.41126452430504,1
244,2023-05-02 15:23:15.213174,-10.192188700321891,-68.73023278596712,1
245,2023-05-02 15:23:33.564057,-11.117378711478292,-68.04556426390019,1
246,2023-05-02 15:23:51.908861,-12.040241678205865,-67.3563505646565,1
247,2023-05-02 15:24:10.254351,-12.960942541230912,-66.66190302355783,1
248,2023-05-02 15:24:28.601543,-13.879344846483503,-65.96174319957952,1
249,2023-05-02 15:24:46.952488,-14.79535318333461,-65.25534759612985,1
250,2023-05-02 15:25:05.305983,-15.708708460405948,-64.54230503230781,1
251,2023-05-02 15:25:23.657730,-16.618999565413723,-63.82231419910001,1
252,2023-05-02 15:25:42.009855,-17.526117649421085,-63.09482466753261,1
253,2023-05-02 15:26:00.366483,-18.430055222842572,-62.35918358022675,1
254,2023-05-02 15:26:18.720983,-19.330265799744012,-61.61516042111595,1
255,2023-05-02 15:26:37.074219,-20.226576440869756,-60.86220853921975,1
256,2023-05-02 15:26:55.425222,-21.118696321360222,-60.09986247633757,1
257,2023-05-02 15:27:13.777793,-22.00656938545014,-59.327435782971335,1
258,2023-05-02 15:27:32.127207,-22.88971629466081,-58.54458914991855,1
259,2023-05-02 15:27:50.476717,-23.76803784289567,-57.750631508138035,1
260,2023-05-02 15:28:08.827500,-24.641325543495633,-56.94494070992673,1
261,2023-05-02 15:28:27.173766,-25.509024664838783,-56.12719688688452,1
262,2023-05-02 15:28:45.521206,-26.371113485864722,-55.29656065701818,1
263,2023-05-02 15:29:03.879998,-27.227778051031652,-54.451937840776395,1
264,2023-05-02 15:29:22.238181,-28.07813112391053,-53.59325773514893,1
265,2023-05-02 15:29:40.594040,-28.921781924806464,-52.71995808308303,1
266,2023-05-02 15:29:58.939403,-29.758017830891937,-51.83180353524864,1
267,2023-05-02 15:30:17.283472,-30.586921344145363,-50.92769715355857,1
268,2023-05-02 15:30:35.630767,-31.408326226794916,-50.00674735539048,1
269,2023-05-02 15:30:53.979306,-32.22176588624803,-49.06835943258888,1
270,2023-05-02 15:31:12.326502,-33.02673012767184,-48.11197268549826,1
271,2023-05-02 15:31:30.678552,-33.823077483515156,-47.13655502006002,1
272,2023-05-02 15:31:49.030963,-34.610175984936646,-46.14163229328296,1
273,2023-05-02 15:32:07.398961,-35.38823526344973,-45.12561573906567,1
274,2023-05-02 15:32:25.766448,-36.15609089818845,-44.08865470129867,1
275,2023-05-02 15:32:44.135579,-36.913343608156325,-43.0299074566778,1
276,2023-05-02 15:33:02.501822,-37.659310948783286,-41.94890629011886,1
277,2023-05-02 15:33:20.854867,-38.39306308614628,-40.84557691037541,1
278,2023-05-02 15:33:39.225195,-39.11527493411135,-39.717367693295444,1
279,2023-05-02 15:33:57.577950,-39.824013741528056,-38.565727920029246,1
280,2023-05-02 15:34:15.933509,-40.51949897900318,-37.38873556413633,1
281,2023-05-02 15:34:34.287833,-41.20097949323352,-36.18598635859698,1
282,2023-05-02 15:34:52.637066,-41.86768964496943,-34.95714070592065,1
283,2023-05-02 15:35:10.993723,-42.51944087568511,-33.70077110155925,1
284,2023-05-02 15:35:29.354245,-43.155434215557285,-32.416552556128536,1
285,2023-05-02 15:35:47.714819,-43.774841568483176,-31.104280542488056,1
286,2023-05-02 15:36:06.075194,-44.3769604006982,-29.763544860299305,1
287,2023-05-02 15:36:24.444220,-44.961348639187385,-28.393342909156008,1
288,2023-05-02 15:36:42.815766,-45.527076194136846,-26.99381030484347,1
289,2023-05-02 15:37:01.185425,-46.07324342504009,-25.565156250564932,1
290,2023-05-02 15:37:19.592060,-46.60020200509428,-24.104183552860633,1
291,2023-05-02 15:37:38.000996,-47.10612940728683,-22.61359205743952,1
292,2023-05-02 15:37:56.402034,-47.58997951218295,-21.09440740097999,1
293,2023-05-02 15:38:14.806405,-48.051279313681015,-19.546040241462922,1
294,2023-05-02 15:38:33.219094,-48.489370467680736,-17.96847707170844,1
295,2023-05-02 15:38:51.631824,-48.9032797915616,-16.363012173163035,1
296,2023-05-02 15:39:10.042232,-49.292201673354256,-14.730661594599754,1
297,2023-05-02 15:39:28.451504,-49.65543404672183,-13.072287653833405,1
298,2023-05-02 15:39:46.858638,-49.99225779461712,-11.389100734118465,1
299,2023-05-02 15:40:05.265589,-50.3020306046813,-9.682244049834129,1
300,2023-05-02 15:40:23.641716,-50.583666683161184,-7.956061664221147,1
301,2023-05-02 15:40:42.052776,-50.837551499951914,-6.206070472004037,1
302,2023-05-02 15:41:00.463236,-51.0625616112003,-4.4373776478282405,1
303,2023-05-02 15:41:18.872255,-51.25818239361717,-2.652049835613924,1
304,2023-05-02 15:41:37.281888,-51.42398277340319,-0.8520491863025764,1
305,2023-05-02 15:41:55.692825,-51.55957474116823,0.9604270654944402,1
306,2023-05-02 15:42:14.107800,-51.664643109863356,2.7832999365822335,1
307,2023-05-02 15:42:32.523444,-51.73889916540358,4.61368769068113,1
308,2023-05-02 15:42:50.935907,-51.782156468654115,6.448767086939206,1
309,2023-05-02 15:43:09.347196,-51.79432121156718,8.286030038655896,1
310,2023-05-02 15:43:27.756662,-51.775371753178064,10.122826024763327,1
311,2023-05-02 15:43:46.168736,-51.72534846727309,11.956966385513642,1
312,2023-05-02 15:44:04.577315,-51.64439260893382,13.785264233217793,1
313,2023-05-02 15:44:22.987341,-51.532685763816914,15.60565721911406,1
314,2023-05-02 15:44:41.425594,-51.39026293791149,17.418295584976917,1
315,2023-05-02 15:44:59.855976,-51.21768867811259,19.217290072213956,1
316,2023-05-02 15:45:18.301073,-51.0151449912915,21.002542045674208,1
317,2023-05-02 15:45:36.744064,-50.78325048301986,22.770322600266603,1
318,2023-05-02 15:45:55.190164,-50.52246327060883,24.519150560299288,1
319,2023-05-02 15:46:13.644096,-50.23326641147274,26.247656687818118,1
320,2023-05-02 15:46:32.102082,-49.916311137622024,27.953846631483977,1
321,2023-05-02 15:46:50.560958,-49.57230244755329,29.635958992866463,1
322,2023-05-02 15:47:09.027863,-49.20177825736887,31.293370672058234,1
323,2023-05-02 15:47:27.496351,-48.80557474387224,32.924365435042425,1
324,2023-05-02 15:47:45.969182,-48.38436137780656,34.52827130093765,1
